ROUTE,AVERAGE_CO2_TONNES,FLIGHT_COUNT
JNB-KIM,2.1116551724137933,29
HHR-MMH,2.1115000000000004,2
DAR-SGX,2.1100000000000003,2
RTB-SAL,2.109833333333333,6
YDF-YYT,2.1096666666666666,3
ATH-KGS,2.109,22
MAR-STB,2.1065,2
AMD-IDR,2.1060000000000003,6
AUR-ORY,2.105,12
YXU-YYZ,2.1025,20
HEL-JOE,2.0996363636363635,11
CRK-USU,2.0985,4
EDI-SYY,2.096,6
EMA-JER,2.0953,20
LAD-NOV,2.0949999999999998,2
AAX-CNF,2.091,2
SNR-TLS,2.088,1
KUF-KZN,2.086,1
CNS-ONG,2.084,1
FSP-YHZ,2.084,2
AMD-JLG,2.083,2
JKH-SKG,2.082125,8
KZN-REN,2.0815,4
GNS-KNO,2.0805,18
IAD-SCE,2.0804,5
KJA-TOF,2.0778333333333334,6
ALG-PMI,2.0774999999999997,2
KHI-SKZ,2.077,2
HKN-LAE,2.074,2
HEL-VAA,2.073,12
KNH-RMQ,2.0676666666666668,24
TNR-WMN,2.0665,6
ANU-SVD,2.066,2
HGA-JIB,2.0657,10
SZI-UKK,2.0655,2
ISK-IXG,2.06425,4
KKN-TOS,2.063,1
NVI-TAS,2.0604999999999998,2
USM-UTP,2.0595,8
YRT-YZS,2.058,5
BHD-EMA,2.0575,8
PUJ-SXM,2.056,4
EOH-VVC,2.0505,4
BOG-TME,2.0505,2
CBO-CEB,2.048,2
AAP-BEJ,2.0460000000000003,4
COK-SXV,2.0445,2
LUN-LVI,2.0440714285714288,14
AZO-ORD,2.043,14
CHC-DUD,2.0424242424242425,33
BOG-PTX,2.04075,8
KJA-VEO,2.0395000000000003,2
GIL-ISB,2.0385,8
CCU-CGP,2.0375,4
ALG-BLJ,2.0365,4
BXU-CEB,2.034625,16
CDP-HYD,2.0345,2
FAV-PPT,2.0340000000000003,6
EYK-OVS,2.0335,2
BMU-LOP,2.0330000000000004,4
SRY-THR,2.03225,4
YQB-YZV,2.0321666666666665,6
SYD-TMW,2.0288,25
BMA-RNB,2.0285,10
SVX-TJM,2.0285,2
ALG-EBH,2.0285,2
MAA-SXV,2.0275,2
CDP-VGA,2.0255,2
MJT-SKG,2.0241666666666664,6
LEI-SVQ,2.023,4
ABV-AKR,2.023,6
BEG-ZAG,2.0215,12
ACE-SPC,2.021,2
RNO-STS,2.021,2
FLL-MHH,2.0206666666666666,15
KNO-LSW,2.019,2
PPT-XMH,2.019,1
PQQ-SYD,2.018205882352941,34
CNS-TSV,2.0172999999999996,10
FRS-MID,2.016,2
MEL-OAG,2.016,6
BGS-KCY,2.016,1
BZE-GUA,2.0138749999999996,8
MMX-VBY,2.012,2
NAT-REC,2.0107600000000003,25
CLT-FLO,2.0105,4
YFB-YTE,2.0060000000000002,4
ETM-HFA,2.0015,8
MII-VCP,2.0005,4
KEP-KTM,1.9988048780487804,41
LGW-NQY,1.997142857142857,14
YUL-YYY,1.993,1
CNF-POJ,1.9925000000000002,2
MNL-USU,1.992,18
BBK-FRW,1.991,2
LAS-VNY,1.989,3
HEL-KUO,1.9885,22
BZV-LAD,1.9855,2
DEL-KUU,1.9849999999999999,2
PLW-UOL,1.9835,2
YWK-YYY,1.9813333333333334,3
KAN-SKO,1.9809999999999999,2
CZL-TGR,1.98,1
GOT-VBY,1.9795,2
AHE-PPT,1.978,1
BHD-LBA,1.9755,16
BLR-PNY,1.97525,4
YHU-YVB,1.971,1
BOR-VTE,1.9705,8
JLG-PNQ,1.969,2
BOG-RVE,1.969,2
MYJ-NGO,1.9679090909090908,11
BEG-SOF,1.9677647058823529,17
BMI-ORD,1.9677272727272728,11
MAA-TRZ,1.9674117647058822,17
LAU-WIL,1.965,1
JNB-MQP,1.964611111111111,36
DIE-DZA,1.9644000000000001,5
CMN-FEZ,1.9635,4
AXT-OKD,1.961,4
BGW-ISU,1.957,2
AKL-GIS,1.9561081081081082,37
PUQ-WPU,1.9555,2
AMQ-JIO,1.9535,2
CEE-DME,1.9529999999999998,2
KKX-KOJ,1.952,8
YER-YXL,1.951,2
ERS-LUD,1.9500000000000002,2
ARD-KOE,1.949,2
GCI-STN,1.949,2
BMA-SCR,1.9475,2
EDI-KOI,1.9466842105263158,19
JAI-JDH,1.9465,2
CLT-LWB,1.946,6
AXP-NAS,1.946,1
SZB-TGG,1.9445,16
EYW-FLL,1.9424999999999997,10
MKW-NBX,1.9365,2
JNB-MSU,1.936,10
ABV-COO,1.936,1
YDA-YOC,1.9355,2
ATH-JSH,1.935375,8
SYD-WGA,1.9352647058823527,34
MOH-PLW,1.9344999999999999,2
BOB-RGI,1.9340000000000002,2
KQH-STV,1.93225,4
KLU-VIE,1.932,11
AHU-TNG,1.931,2
BLR-RQY,1.931,2
CHY-HIR,1.931,2
FUK-KUM,1.929,4
ACC-TML,1.9260833333333334,48
BOM-DIU,1.9255,2
BOG-UIB,1.9246315789473682,19
AXT-CTS,1.9224999999999999,4
GOP-KNU,1.922,2
MZG-TSA,1.9212142857142855,28
LZN-RMQ,1.9195,2
IAH-LCH,1.9194285714285715,14
KHH-KNH,1.9185,18
ATH-ZTH,1.9183333333333334,9
BDJ-HMS,1.917,2
PAP-PLS,1.9169999999999998,2
GDE-JIJ,1.9135,2
BEG-SKP,1.9120000000000001,14
CCU-DGH,1.912,2
MNL-SJI,1.9115000000000002,2
BOG-HAY,1.9104999999999999,2
AGU-PVR,1.909142857142857,14
FKQ-SOQ,1.909,4
BPN-MJU,1.9075,2
CEC-OAK,1.9060000000000001,7
GFF-SYD,1.9056000000000002,5
BLR-KJB,1.9015,2
CEB-CYP,1.9,2
TSA-TTT,1.8995,12
IDR-UDR,1.899,2
EYK-HMA,1.8984999999999999,2
KIN-PLS,1.8972499999999999,4
ABV-JOS,1.896,2
LBJ-MOF,1.8925,2
BOG-SJE,1.892,8
ADD-AMH,1.8915,6
BGO-SVG,1.8906875,48
BHU-BOM,1.8904999999999998,4
ADD-BJR,1.8904999999999998,26
BOM-IXK,1.888,2
TJM-URJ,1.8875,2
BMA-GOT,1.8826842105263157,19
EBH-ORN,1.8824999999999998,2
NBX-TIM,1.8815,6
ATH-EFL,1.87975,8
KXB-UPG,1.8780000000000001,4
DEN-TEX,1.8780000000000001,2
MGA-RNI,1.877,6
JAI-UDR,1.875142857142857,7
IAD-JST,1.8745,2
BGO-GOT,1.874,1
SGN-VCS,1.8715000000000002,38
FRW-GBE,1.871,2
BMA-HAD,1.871,10
CBR-SYD,1.867433962264151,265
ADD-LLI,1.867,2
ATH-JTR,1.865840909090909,44
CWB-FLN,1.8655,2
PHL-SBY,1.8635000000000002,10
AAL-RNN,1.8624999999999998,2
BLL-RNN,1.8624999999999998,2
HRE-LLW,1.859,4
LLO-UPG,1.859,2
MDC-NAH,1.8585,2
GLA-KOI,1.8585,12
IAH-VCT,1.8572000000000002,5
DEN-LAR,1.8565999999999998,5
ACE-GLN,1.855,2
AXR-PPT,1.8545,2
MDL-THL,1.8541111111111113,9
AJL-SHL,1.85,1
HMA-SGC,1.846,2
HKN-KVG,1.84,1
BUA-RAB,1.84,1
FUK-IZO,1.8395000000000001,8
IMF-TEI,1.8385,2
YWK-YZV,1.8368333333333335,6
BGI-PTP,1.836,1
FDF-SXM,1.834,1
HUN-KHH,1.8335,2
ALH-PER,1.8289999999999997,9
CAH-SGN,1.8285,2
KIE-RAB,1.828,1
KAW-TVY,1.828,6
EOH-TLU,1.828,20
FMT-MLE,1.8239999999999998,8
POA-RIA,1.8235000000000001,2
TOE-TUN,1.8225,2
MEL-WOL,1.82225,8
EWR-LCK,1.821,1
PMO-TUN,1.8205,2
ATL-MKL,1.82,2
DGO-PVR,1.8185,2
BBK-MUB,1.818,2
IMF-SHL,1.8175,2
AJA-FCO,1.817,4
MYY-SBW,1.8168333333333333,12
LKO-VNS,1.8145,2
CTA-LMP,1.814,3
VTE-ZVK,1.813,8
CEB-TAC,1.8097272727272726,22
EPR-PER,1.8076,10
PLW-TLI,1.8075,2
KYP-RGN,1.8065000000000002,10
CLY-MRS,1.8010000000000002,8
ENE-KOE,1.7965,2
CEB-DPL,1.7945,6
NEU-VTE,1.7921666666666667,12
LUN-UMB,1.791,1
LMP-PMO,1.788714285714286,7
BOG-MZL,1.788,30
ADD-GOB,1.7875,4
YXS-YYJ,1.7848333333333333,6
ALG-LOO,1.7845,2
FLZ-KNO,1.7830000000000001,6
BOG-LMC,1.781,2
ABV-ILR,1.778857142857143,7
ATH-KSO,1.778,2
RAI-VXE,1.7770833333333333,12
KOE-LKA,1.777,4
RGN-TVY,1.77525,8
ORD-SBN,1.7715384615384613,26
HOX-MDL,1.771,4
DAR-DOD,1.7709545454545454,22
AAE-CZL,1.766,1
KOE-LWE,1.7625,2
HAM-NUE,1.7613333333333334,18
BHD-NCL,1.7595,4
BGI-DOM,1.7592222222222222,9
PLS-SDQ,1.7585,2
CLO-PUU,1.7574999999999998,10
YHU-YSJ,1.7565,2
KZN-SKX,1.7545000000000002,2
APO-BOG,1.7543333333333333,3
YRT-YUT,1.7525000000000002,6
DHM-IXC,1.7525,2
NPE-WLG,1.7514285714285713,14
CWB-LDB,1.7504000000000002,5
DBO-SYD,1.7430882352941177,34
CLO-EOH,1.7414999999999998,10
RAO-VCP,1.741,16
DEL-SLV,1.741,2
AEU-BND,1.741,2
CDP-MAA,1.7405,2
HEL-MHQ,1.7395,8
DJJ-ZRI,1.738,2
IWD-MSP,1.738,2
OLA-OSL,1.738,8
ARN-KRF,1.7366666666666666,6
BGY-PEG,1.736,4
YBX-YIF,1.735,1
CLO-FLA,1.7335,2
CGY-DVO,1.7334999999999998,2
GOJ-KZN,1.732,1
EXT-JER,1.7311176470588234,17
KTM-SKH,1.7294999999999998,6
BGI-TAB,1.7265,2
SJU-SKB,1.726375,8
PAT-VNS,1.726,1
PNQ-SDW,1.725,2
BHD-INV,1.725,4
YDA-YXY,1.72425,4
CNN-COK,1.72,1
DZA-NOS,1.7195,4
GCI-LGW,1.7180000000000002,18
BKK-TDX,1.717047619047619,63
PPT-RGI,1.7162307692307692,13
ATH-SMI,1.7141818181818183,11
CEB-MBT,1.714,2
DEL-PGH,1.71075,8
GLA-SYY,1.7100952380952381,21
BLR-SXV,1.7095,4
CRK-ENI,1.7089999999999999,6
KNH-TNN,1.7065000000000001,6
ANU-SLU,1.7013333333333334,9
HDY-HKT,1.6985,12
NPL-WLG,1.6953636363636364,11
MGA-PUZ,1.695,4
CNF-GVR,1.6938571428571427,21
ANU-EIS,1.6933,10
MSJ-OKD,1.693,2
BMA-KLR,1.6904545454545454,11
SKB-SLU,1.69,1
JTC-VCP,1.687909090909091,11
HRG-SSH,1.6853333333333333,3
AES-BGO,1.6846666666666668,21
MJN-TNR,1.6825,6
CFN-GLA,1.681,2
JIK-LXS,1.679,2
CHC-NSN,1.678346153846154,26
DAU-POM,1.6747142857142858,7
BOM-STV,1.6724999999999999,2
BLR-TIR,1.6724999999999999,2
CZU-EOH,1.67225,4
BND-KIH,1.671,4
KBR-PEN,1.671,4
ENE-LBJ,1.67,4
BNA-LUK,1.6675,2
BOG-BUN,1.6665,2
ASJ-OKA,1.6665,2
TRT-UPG,1.666,2
CRW-SDF,1.663,2
TLH-TPA,1.6628,10
MLE-RUL,1.6622499999999998,4
HOI-MKP,1.662,1
CTS-WKJ,1.662,4
MGA-SJO,1.6616,5
LIG-LYS,1.6615000000000002,12
ALS-DEN,1.661,4
JBQ-PAP,1.6608333333333334,12
HEL-TAY,1.6589999999999998,8
BEG-BUD,1.6555789473684213,19
MOQ-TNR,1.6553333333333333,6
DJE-TUN,1.655,6
ABA-KJA,1.65425,4
BEB-GLA,1.65375,8
BKW-SDF,1.653,2
CYI-KNH,1.6524999999999999,2
MAH-PMI,1.6510624999999999,32
ADL-CED,1.651,4
CEE-VUS,1.651,2
BWT-MEL,1.6509090909090909,11
DAR-MYW,1.6494444444444445,9
JNB-SHO,1.6491785714285714,28
HRF-MLE,1.6480000000000001,4
ILR-LOS,1.6476666666666666,6
BOG-EOH,1.6446666666666667,30
PET-POA,1.6440000000000001,2
CHO-IAD,1.6435000000000002,12
HUN-RMQ,1.6385,2
FSC-NCE,1.638,8
MBA-WIL,1.6376666666666668,6
YQM-YYY,1.637,1
TSV-WIN,1.6364999999999998,2
LPQ-VTE,1.635,11
EXT-MAN,1.6335,6
YQT-YTL,1.633,1
ADD-DSE,1.6329999999999998,10
BHX-IOM,1.6315,6
ATH-MJT,1.6288888888888888,27
GRX-MLN,1.6275000000000002,6
AUC-CUC,1.6275000000000002,6
LNE-VLI,1.6275,2
BFN-GRJ,1.627,2
ABX-MEL,1.626,2
PHB-THE,1.625,1
UKA-VPG,1.623,2
ANU-STT,1.623,3
ATH-KZI,1.622,1
BBI-JRG,1.622,1
VER-VSA,1.6219999999999999,2
IMF-IXS,1.6216666666666668,3
KDM-MLE,1.6203750000000001,8
YAB-YRB,1.62,3
CBB-SRE,1.619923076923077,13
MJZ-ULK,1.6195,2
BRS-GCI,1.617,1
CXB-DAC,1.6158709677419354,62
ETZ-TLS,1.6155,4
HKT-USM,1.6132201834862385,109
ATQ-KUU,1.6115,2
EWE-TIM,1.611,2
YVR-YXC,1.6096666666666666,3
MIM-SYD,1.6088,5
SON-VLI,1.6079999999999999,6
ABZ-LSI,1.60725,20
DAU-UNG,1.607,2
JNB-PTG,1.605,18
KOJ-MYJ,1.6019999999999999,2
DHI-KTM,1.5986428571428573,14
BUD-CLJ,1.5979999999999999,4
AKL-NPL,1.5951,40
BPN-GHS,1.5950000000000002,2
KMU-WIL,1.595,2
RDN-SZB,1.5945,2
GDL-QRO,1.5935000000000001,2
ADD-JIM,1.593,8
BHD-EDI,1.5927272727272728,22
PNK-SQG,1.5924999999999998,2
BKI-LDU,1.5905,10
CDB-SDP,1.5905,2
GAU-HGI,1.5895000000000001,2
DPS-SWQ,1.5895000000000001,2
BHD-GLA,1.5891428571428572,14
LXS-SKG,1.5885,2
CTS-SHB,1.5855,6
ENI-MPH,1.5855,6
NYT-RGN,1.585375,8
RAS-THR,1.584,4
YQQ-YVR,1.5818999999999999,10
ALF-TOS,1.581,5
BJR-DSE,1.581,2
HYD-VDY,1.581,2
YGT-YUT,1.5805,2
GZO-HIR,1.5753333333333333,3
DGH-PAT,1.575,2
CYS-DEN,1.575,3
ABU-KOE,1.5745,4
AUC-BGA,1.5727857142857145,14
BRS-JER,1.5725,20
HGU-UNG,1.5723333333333331,3
BKI-MZV,1.571,2
KET-MDL,1.5699999999999998,5
ATH-JKL,1.56975,4
DUR-SHO,1.5675,4
BOG-SVI,1.566,2
OSI-PUY,1.5650000000000002,3
BJW-LBJ,1.564,1
MEL-WGA,1.5630000000000002,10
BOM-JLG,1.5625,2
SPC-TFS,1.5622,5
ANU-STX,1.561,2
MCZ-REC,1.5605333333333333,15
CFN-DUB,1.560090909090909,11
TRM-VNY,1.5596666666666668,3
NAS-ZSA,1.5594999999999999,2
PPT-TIH,1.5579999999999998,3
ADL-MGB,1.5578333333333332,12
AGP-MLN,1.5553235294117647,34
BUQ-HRE,1.5545555555555555,9
DGH-IXR,1.5525,2
DOM-SXM,1.5510000000000002,2
IOM-MAN,1.551,12
BGA-CUC,1.55,20
KMU-MGQ,1.54975,8
CAB-NBJ,1.549,8
HGU-TBG,1.549,1
DED-KUU,1.546,2
GKK-MLE,1.544,10
BEG-SJJ,1.543153846153846,13
YBX-YZV,1.543,1
OTI-TTE,1.5425,2
HEL-JYV,1.5416,5
LZN-TSA,1.5410000000000001,12
PTP-SFG,1.5406,10
FLL-FPO,1.5393333333333334,9
BEG-BNX,1.5391818181818182,11
OKD-SHB,1.5385,4
DEC-SDF,1.538,1
DLA-LBV,1.5369473684210526,19
YEG-YXS,1.5365000000000002,4
SGN-VKG,1.5350000000000001,2
LPB-RBQ,1.5348333333333333,6
ODY-VTE,1.5345,2
LXG-VTE,1.5333333333333332,6
YIF-ZGS,1.533,1
IOS-SSA,1.532,1
BNE-TMW,1.5301428571428572,14
MFK-TSA,1.529,4
AKL-TUO,1.5289411764705882,17
ATH-LXS,1.5251666666666666,6
IBZ-PMI,1.5242978723404255,47
OKD-RIS,1.5230000000000001,2
YXS-YYE,1.523,4
MVT-PPT,1.52,2
YEV-YOC,1.5196666666666667,3
CEB-SUG,1.5195,4
CFU-SKG,1.5190000000000001,2
ATH-LRS,1.5175,4
APA-JCI,1.5165000000000002,2
ACE-TFN,1.5161555555555553,45
DRW-ELC,1.515,3
BGI-FDF,1.514,1
HIR-LLM,1.511,1
LZU-MEM,1.508,1
MAN-SOU,1.508,10
DVL-JMS,1.506,1
AKL-PPQ,1.5043529411764707,17
DIU-STV,1.504,2
LSH-THL,1.503,1
RZR-THR,1.50275,4
VCA-VCS,1.5005,2
SMS-TNR,1.4975,8
CLO-UIB,1.4974999999999998,6
LBS-NAN,1.4940666666666667,15
YQB-YUY,1.492,2
GAN-KDO,1.492,1
BQN-STI,1.4905,2
LAU-NBO,1.489,2
CTA-PNL,1.4889999999999999,2
ATH-JTY,1.48725,4
DEL-KQH,1.487,2
JCI-LIT,1.486,1
KTG-PNK,1.4855,8
ADL-BHQ,1.4855,8
MAG-WWK,1.4849999999999999,2
BNK-DBO,1.483,2
DAV-PAC,1.4829999999999999,18
CEB-IAO,1.4827,20
YLW-YXS,1.4825,8
PKZ-SAI,1.482,1
NAN-TVU,1.4766153846153844,13
MPM-VPY,1.4755,4
HIR-SCZ,1.474,2
YVR-ZEL,1.47275,8
EOH-MTR,1.4706666666666666,15
FIH-PNR,1.4686666666666666,3
CBR-PQQ,1.4685000000000001,2
YVR-YZZ,1.467142857142857,14
YQZ-YVR,1.4663333333333333,6
LAH-TTE,1.466,3
AKY-MDL,1.4645000000000001,2
DZA-MJN,1.4645000000000001,8
HFA-LCA,1.4645,14
LNB-VLI,1.464,2
ATH-JKH,1.4614347826086955,23
AZR-INZ,1.459,1
AJA-NCE,1.4589999999999999,30
ACD-EOH,1.4585,2
HER-RHO,1.4575,4
LPA-SPC,1.4520833333333334,36
ATQ-SLV,1.4485000000000001,2
HMA-NYA,1.448,2
CLO-IPI,1.4460000000000002,2
FUE-TFN,1.4445172413793106,29
OGL-PBM,1.4440000000000002,3
BIA-NCE,1.4425,24
YCB-YCO,1.442,1
BOC-PAC,1.4403529411764706,17
BLQ-LYS,1.4395,2
YFB-YXP,1.437,4
YQT-YSB,1.4369999999999998,4
ESM-UIO,1.436,2
KBV-USM,1.4355,8
AKL-KKE,1.4354137931034483,29
BIB-MGQ,1.4349999999999998,6
MEL-MIM,1.43425,4
YIF-YZV,1.433,1
YQB-YVB,1.433,1
LBV-OYE,1.4320000000000002,6
KIH-PGU,1.432,4
IXT-JRH,1.432,2
LCR-SJE,1.431,2
HGN-LPT,1.4309999999999998,3
TLK-ULK,1.4275,2
ADD-AWA,1.427,8
KAA-LUN,1.427,2
BDJ-KBU,1.426,2
YEG-YOJ,1.4249999999999998,8
EDI-IOM,1.4244999999999999,4
CRK-TBH,1.4224999999999999,2
MMB-OKD,1.422,4
GOP-VNS,1.422,2
BUQ-VFA,1.421,1
IXD-LKO,1.4209999999999998,2
AKR-LOS,1.42025,4
LAP-LMM,1.42,2
OSI-RJK,1.419,4
SSJ-TRD,1.419,4
UKA-WIL,1.4122307692307694,13
ARK-ZNZ,1.4071714285714285,35
CNF-IPN,1.407,22
CPV-REC,1.4048,10
BKW-PKB,1.404,2
FRO-OSL,1.4035555555555554,9
BIR-PKR,1.4,2
BOB-PPT,1.399326530612245,49
QBC-YVR,1.3984,5
FUK-KOJ,1.3980000000000001,2
MKG-ORD,1.3980000000000001,4
ADD-NEK,1.3955,2
SKG-SKU,1.3952499999999999,4
LPB-TDD,1.393,1
HWD-VNY,1.393,1
FPO-NAS,1.3923043478260868,23
LYS-PUF,1.3920000000000001,6
LKL-TOS,1.3908,5
ATH-JIK,1.389875,8
CEB-CGM,1.3895,4
ASP-TCA,1.3835,2
BGA-EOH,1.383,8
YXS-YXT,1.383,3
DZA-HAH,1.3823333333333334,6
GLA-LDY,1.3805,2
HEL-TLL,1.3804615384615384,52
LBS-SUV,1.3795,12
NUS-VLI,1.3784999999999998,4
LEI-MLN,1.3775,4
ALG-TID,1.3775,2
KNO-LKI,1.37575,4
OIR-OKD,1.3735,2
BFN-DUR,1.3735,4
KUH-OKD,1.3724999999999998,6
ITM-KCZ,1.3719999999999999,12
BES-BOD,1.3709999999999998,6
ATH-KIT,1.369125,8
KVG-RAB,1.369,1
HMA-URJ,1.3665,2
ACC-NYI,1.3655,4
FDF-PTP,1.3633333333333335,27
YBK-YRT,1.3627142857142858,7
OSL-SRP,1.3597142857142859,7
PHC-SSG,1.3556666666666668,3
EIS-SKB,1.355,2
LKB-SUV,1.355,2
BWA-KTM,1.3547142857142858,56
AMQ-NAM,1.3544999999999998,2
KNH-MZG,1.353,2
ARK-DAR,1.352,7
CFG-MIA,1.3515,2
DOM-SKB,1.3515,6
LAD-SZA,1.351,2
CAB-LAD,1.351,2
CNP-RKV,1.3505,2
PMO-PNL,1.349,4
VGD-VUS,1.347,2
CEZ-PHX,1.3445,4
PQC-VCA,1.3445,2
KTM-VNS,1.3445,2
AKL-ROT,1.34296,25
BLR-VDY,1.3405,2
HGU-WWK,1.34,1
HEH-THL,1.34,9
DRW-MGT,1.339,2
CTS-KUH,1.3379999999999999,7
MEL-MGB,1.3375,8
LUN-NLA,1.3372142857142857,28
LOP-SWQ,1.3365,2
YLW-YQQ,1.3340000000000003,3
BDJ-BTW,1.3335,2
AEY-CNP,1.3305,2
BGI-SLU,1.3283333333333334,9
CHX-PAC,1.328,6
BOC-CHX,1.328,1
AJY-ZND,1.328,2
BKL-LUK,1.3265,4
ANU-SKB,1.3243125,16
HUN-TSA,1.323,4
GND-POS,1.3155,6
ACE-LPA,1.311,76
YPX-YVP,1.308,2
SQN-TTE,1.3075,2
TAH-VLI,1.3035,4
ADL-WYA,1.303,16
KHH-MZG,1.30071875,32
MYD-WIL,1.2956666666666667,3
BSC-EOH,1.2932142857142856,14
CBB-ORU,1.292,8
PDL-SMA,1.291230769230769,13
ANC-VDZ,1.2905,6
OAG-SYD,1.28935,20
YHU-YQB,1.2876666666666667,9
CYB-GCM,1.286090909090909,11
HEH-KET,1.2856666666666667,6
YAA-YVR,1.283,1
TBU-VAV,1.2828333333333333,6
ASJ-RNJ,1.28,2
AKL-TRG,1.2766923076923076,39
DAC-SPD,1.270764705882353,34
SUV-VBV,1.27,2
DHM-SLV,1.2694999999999999,2
ALG-QSF,1.2635,2
CAZ-SYD,1.263,2
BNK-NTL,1.2596666666666667,3
EDL-LOK,1.2586,5
HDK-MLE,1.2578333333333334,6
ABZ-KOI,1.2572352941176472,17
BAQ-VUP,1.254,7
ATH-PAS,1.2539375000000001,16
EOH-IBE,1.2530000000000001,4
MHH-SFB,1.2530000000000001,2
YLW-YYJ,1.2525000000000002,12
LPA-VDE,1.2525,14
MAU-PPT,1.2522499999999999,8
CHC-HKK,1.249875,8
YCD-YLW,1.2485,2
JLR-PAB,1.242,1
OKA-OKE,1.242,4
FUJ-FUK,1.2392777777777777,18
YVR-YWL,1.2373846153846153,13
FLA-LQM,1.2365,2
BAQ-MTR,1.2357142857142858,7
YQX-YYR,1.233,1
CSK-DSS,1.2311,20
AKV-YIK,1.231,2
OZG-OZZ,1.2285,2
RTB-TGU,1.2261304347826087,46
LCE-TGU,1.224611111111111,18
MRS-MXP,1.2245,4
ADL-PLO,1.2220571428571427,35
EYK-NYA,1.22,2
LTI-ULZ,1.219,1
KIN-SCU,1.215,2
KIJ-SDJ,1.2145000000000001,4
HKN-RAB,1.2145000000000001,2
LBU-MYY,1.2145,10
EPU-URE,1.213,6
YHR-YZV,1.2095,2
ANC-HOM,1.2093125,16
YBC-YQB,1.20925,4
ANU-DOM,1.2055333333333331,15
DPA-MSP,1.205,1
LCR-LET,1.204,2
BPA-CEB,1.2029999999999998,2
FUE-LPA,1.2015757575757575,66
YVR-YZT,1.2015,8
PPT-RFP,1.2004,30
HUY-NQY,1.199,2
YGP-YGR,1.1986666666666668,3
RGN-SNW,1.198,1
DMU-IMF,1.198,1
HAQ-MLE,1.1933,10
JRO-SEU,1.1875,2
MZG-RMQ,1.1860000000000002,18
AKL-WRE,1.1833529411764707,17
PUY-SPU,1.183,1
CAU-REC,1.1829999999999998,4
HEL-SVL,1.1815,4
SDK-TWU,1.1815,2
JPA-REC,1.181,8
LPA-TFS,1.1776086956521739,23
HOX-NYW,1.177,2
BMO-MDL,1.177,1
DOM-SLU,1.1762000000000001,5
RVV-TUB,1.176,1
FAV-RGI,1.176,3
BOB-MOZ,1.1752500000000001,4
MKE-TVC,1.173,1
BBI-RRK,1.1715,2
GMZ-LPA,1.171,6
BNN-TRD,1.1699090909090908,11
HKD-OKD,1.169,14
KZS-RHO,1.1665,4
BMA-VBY,1.166,29
QRO-TLC,1.165,2
CTS-HKD,1.1629999999999998,4
RHO-SMI,1.162,1
TMM-TNR,1.1593846153846152,13
AJR-VHM,1.157,1
YKA-YYJ,1.1524999999999999,4
DRW-MNG,1.1523333333333332,6
SFB-TCB,1.1520000000000001,2
CEZ-DEN,1.151,4
ATH-JMK,1.1498571428571427,14
DUB-IOM,1.1473333333333333,3
JER-SOU,1.146,36
YGR-YVB,1.145,2
AAX-POJ,1.1440000000000001,2
LAE-MAG,1.1405,2
KOJ-KUM,1.1389375,16
LPM-VLI,1.1385,2
CLY-NCE,1.133,10
PEU-TGU,1.132,6
YVR-YYF,1.1309,10
OSI-ZAG,1.1275,8
ANX-BOO,1.125,1
DPA-PTK,1.123,1
ALG-GJL,1.1225,2
ATH-SKU,1.11825,4
BSA-GGR,1.1165,4
CBR-NTL,1.1119999999999999,15
EDL-WIL,1.1099999999999999,2
ATH-JSI,1.109875,8
INV-SYY,1.1060833333333333,12
JRH-TEI,1.106,2
BTU-MYY,1.1044999999999998,2
VAI-WWK,1.104,2
KTL-WIL,1.104,2
CYX-SEK,1.104,1
POS-TAB,1.103612244897959,49
NAN-SVU,1.102,25
BTU-SBW,1.1005,2
SUV-TVU,1.099,3
ATH-JNX,1.099,12
ICI-SUV,1.099,2
KCH-MKM,1.0976666666666668,6
GND-SLU,1.097,1
GAU-RUP,1.097,3
AMQ-SQN,1.093,2
BOR-LPQ,1.0895000000000001,2
MLE-TMF,1.0885,4
CCS-LRV,1.0786551724137932,29
UHS-UUS,1.078,2
BDP-KTM,1.0770333333333333,30
BSC-CLO,1.0765,2
ABZ-HUY,1.0731428571428572,7
BDB-BNE,1.071,8
FUK-TSJ,1.07,16
BNN-BOO,1.068,2
PNL-TPS,1.0665,4
OKA-RNJ,1.066,1
AGR-DEL,1.065,1
KOE-RTI,1.0645,2
BGW-NJF,1.064,3
OGL-ORG,1.0606875,16
BOO-EVE,1.0585,4
GSO-LZU,1.057,1
KOJ-TNE,1.0565714285714285,14
YTL-YXL,1.055,1
YKG-YVP,1.0535,2
GCI-SOU,1.0525,34
GGT-RSD,1.051,1
APO-EOH,1.0498076923076924,26
YGK-YUL,1.0482857142857143,7
YQC-YWB,1.046,1
YVR-YYJ,1.0444347826086955,23
KIS-WIL,1.044086956521739,23
DNV-SDF,1.044,1
NDB-NKC,1.0426666666666666,3
YFS-YZF,1.0421666666666667,6
ATH-MLO,1.0403,10
HIR-IRA,1.04,2
BMA-THN,1.0384,5
BGA-RVE,1.0381666666666665,12
YQB-YVO,1.033,1
DEX-DJJ,1.031,2
YEK-YYQ,1.029,2
HUH-PPT,1.0279999999999998,18
LPA-TFN,1.0276847826086957,92
NEI-VVO,1.0259999999999998,2
MZG-TNN,1.0255,6
AMD-IXK,1.0245,2
DAC-RJH,1.022125,8
OSL-RRS,1.0215,6
CLO-GPI,1.0212307692307692,13
