ROUTE,AVERAGE_CO2_TONNES,FLIGHT_COUNT
CLT-MAD,186.5465,8
IST-KIX,186.515,4
AKL-HKG,186.4478076923077,26
AMS-NBO,186.42640909090912,22
SVO-SYX,186.3395,2
BCN-PVG,186.213,2
AUH-MST,186.175,1
DXB-LOS,186.0485,2
DUB-SFO,186.0095,6
AUH-PVG,185.93475,12
DXB-PVG,185.92766666666665,9
BRU-SZX,185.832,2
CMB-FRA,185.7936666666667,3
BOH-JFK,185.642,4
DEL-XIY,185.635,1
HAV-ZRH,185.58800000000002,4
AMS-IAH,185.5793888888889,18
BUD-NGB,185.46550000000002,4
HKG-KJA,185.395,9
ANC-RFD,185.37849999999997,2
BOM-TPE,185.345,1
KZN-PVG,185.337,3
JED-KNO,185.3231111111111,9
CUN-FRA,185.272,16
HEL-HKT,185.20909090909092,11
HKT-VAR,185.168,1
ADB-ATL,185.098,1
LAX-WAW,185.0575,6
HKT-IST,185.0515,4
ASU-MAD,184.972,8
AMS-SLC,184.96050000000002,8
BUD-SZX,184.957,2
LHR-PHX,184.881,10
MED-PDG,184.65949999999998,2
MAN-PEK,184.6395,2
BEG-ORD,184.54399999999998,4
CMB-MEL,184.5315,4
MXP-PVG,184.428,4
TFU-VIE,184.4125,2
IST-SEA,184.227,3
EWR-JFK,184.199,2
PVG-YVR,184.0206,5
DOH-PNH,183.92128571428572,7
AKL-ICN,183.82850000000002,10
ORY-VCP,183.7435,4
BTS-PUJ,183.704,2
NRT-WAW,183.6585,2
SVO-UUS,183.6225,8
IST-PKX,183.6095,4
JED-SUB,183.458,9
HND-VIE,183.35399999999998,4
AMS-MIA,183.3448888888889,9
EMA-GYD,183.33725,4
CAN-CHC,183.309,2
SVO-SZX,183.28050000000002,2
BOM-LHR,183.1885,28
HND-LAX,183.147,40
HKG-PER,183.09324,25
DXB-NCL,183.04500000000002,4
ARN-MIA,183.0335,2
FRA-ORD,182.89364285714285,28
AMM-ORD,182.8845,8
DXB-MNL,182.78916666666666,12
CDG-DWC,182.7525,2
AMS-XMN,182.692,2
CAI-TFU,182.56242857142857,7
DOH-LUX,182.3295,4
DWC-FRA,182.31600000000003,3
CDG-HAN,182.289,8
LIM-MAD,182.2889210526316,38
AMS-SVX,182.245,1
KJA-NRT,182.245,1
CUN-VRN,182.182,1
BOM-PVG,182.089,1
LHR-RDU,181.8985,12
ICN-VIE,181.784,2
LHR-SLC,181.6985,8
CAI-HGH,181.5725,4
HNL-ICN,181.50045454545455,22
ALA-VIE,181.48,3
PVG-SYD,181.4238846153846,26
FCO-GIG,181.122,8
FCO-PVG,181.1044,5
KIX-MUC,181.04250000000002,4
DUB-LAS,181.0272,5
EVN-HKG,180.959,1
HNL-JFK,180.92435294117647,17
ADD-ICN,180.86766666666665,3
RUH-SZX,180.835,4
IST-MNL,180.6875,6
AMS-YVR,180.5855,8
CPH-MIA,180.583,2
EDI-MAN,180.533,1
GDL-MAD,180.475,4
BRU-JNB,180.19650000000001,2
AUH-HAN,180.19600000000003,4
GRU-MUC,180.1725,2
BEG-PEK,180.074,2
BOM-MEL,179.888,6
FRA-RSW,179.81908333333334,12
BKK-OSL,179.81400000000002,4
FRA-TPA,179.64350000000002,12
AMS-DXB,179.58847826086955,23
ATH-SIN,179.56650000000002,2
AUH-SIN,179.42950000000002,10
PEK-RUH,179.3985,2
JED-JHB,179.253,1
RUH-ZAZ,179.24,1
MEX-MUC,179.147,4
AKL-CAN,179.09849999999997,6
ANC-CVG,179.03075,8
LGG-LOS,178.966,2
PQC-PRG,178.9325,2
MUC-PVG,178.89271428571428,7
FRA-HAN,178.615,2
IST-MRU,178.56466666666665,3
CTU-PRG,178.497,2
ASB-BKK,178.49075,4
GRU-MIA,178.3925,24
FRA-MCO,178.31379166666667,24
HKG-SYD,178.24204838709676,62
KJA-PVG,178.14383333333333,6
MAD-PTY,178.05207142857145,14
ASB-LGW,178.04125,4
JHB-MED,177.972,1
JED-PLM,177.78566666666666,3
BKK-NOU,177.71050000000002,2
HKT-KZN,177.653,6
NRT-PPT,177.47299999999998,6
ICN-PRG,177.452,2
ARN-BKK,177.3795,4
CMB-ZRH,177.294,1
HRI-KZN,177.232,2
HAN-MUC,177.155,2
TPA-ZRH,177.1255,6
BUD-ICN,177.079,4
PEK-SEA,176.881,2
CAI-PVG,176.85816666666665,6
BRU-LGG,176.823,1
CLT-MUC,176.74535714285713,14
GDX-SVO,176.697,2
BRU-PVG,176.655,4
SEZ-ZRH,176.5215,2
DOH-MFM,176.4865,6
PKC-SVO,176.477,8
CAN-MEL,176.452,18
CAN-DOH,176.396,12
LHR-PKX,176.347,2
EWR-TLV,176.31893333333332,15
AMS-BOG,176.146,2
DXB-STN,176.1055,4
FRA-YYC,176.09025,12
ANU-LGW,176.041,7
CAI-YYZ,175.9875,2
SYD-SZX,175.881,2
DMK-SYD,175.88,4
BRU-DWC,175.735,1
CGK-IST,175.63,4
HAK-SVO,175.577,2
MAN-ZYL,175.531,1
KHV-SVO,175.50889999999998,10
ALA-CGO,175.4796666666667,3
MAD-SJO,175.47125,8
AMS-DAR,175.439,3
AUS-LHR,175.2285,10
AMS-EWR,175.134,9
EWR-MXP,174.922,13
CTU-TLV,174.922,2
ATL-GIG,174.8445,6
BOG-FRA,174.798,8
CDG-DFW,174.77409090909092,22
BUD-PVG,174.60175,4
MUC-SAN,174.35399999999998,4
ATL-FRA,174.2783333333333,18
NAN-YVR,174.26,2
CAI-ICN,174.23700000000002,2
DXB-KUL,174.23007142857142,14
CAI-CGK,174.166,2
CGO-MAA,173.9435,2
CPH-CUN,173.939,1
LHR-MEX,173.902,9
MBJ-ZRH,173.893,1
DEN-NRT,173.8425,4
HRI-OVB,173.692,2
HRI-SVX,173.692,2
ARN-KBV,173.666,4
CDG-MIA,173.6622857142857,28
AMS-TPA,173.64600000000002,8
SZX-TLV,173.62650000000002,2
DXB-SGN,173.595,4
HGH-SVO,173.555,4
FRA-MBJ,173.54599999999996,12
HRI-KUF,173.50549999999998,2
CGO-DEL,173.4235,2
PUJ-ZRH,173.3265,4
IAH-MUC,173.3025,6
JFK-TLV,173.1961515151515,33
HKG-LEJ,173.037,1
AMM-DTW,172.99099999999999,2
HHN-OVB,172.94899999999998,3
EZE-MIA,172.7928823529412,17
CAI-IAD,172.664,2
SYD-TPE,172.44542857142855,7
GRU-UIO,172.41333333333333,3
AMS-MCO,172.37650000000002,8
CAI-EWR,172.3465,2
DXB-PEK,172.33983333333333,6
IST-TFU,172.22799999999998,6
MEL-PEK,172.1925,4
CDG-MEX,172.1325,26
AMM-JFK,172.079,4
FRA-SEA,172.00878571428572,14
ICN-MUC,171.858,2
DXB-MUC,171.84857142857143,14
AMS-ORD,171.8265652173913,23
CPH-KBV,171.67066666666665,3
HNL-IAH,171.3595,4
BCN-XPL,171.35649999999998,2
DXB-LUN,171.3315,2
DUS-FDF,171.16649999999998,2
BKK-BRU,171.149,2
LED-PVG,171.1095,2
BRU-YUL,171.0275,14
HNL-NRT,170.96519230769232,26
DXB-TAO,170.846,2
ATL-EZE,170.8408,10
KIX-LAX,170.7825,10
BER-PEK,170.7195,2
AMS-PTY,170.6035,6
DXB-OSL,170.444,6
CPT-MUC,170.2575,8
LOS-OSL,170.152,1
AMS-SXM,170.078,3
AMS-MEX,170.05121428571428,14
FRA-STL,170.04899999999998,4
HRI-TJM,169.9655,2
CDG-DEL,169.9517222222222,18
JFK-OTP,169.889,4
CPT-DOH,169.7745483870968,62
KUL-NBO,169.7735,2
MAD-MTY,169.6515,4
LAX-SCL,169.5605,8
CKG-MXP,169.5315,2
CKG-FCO,169.50900000000001,2
JED-PDG,169.15800000000002,2
BKK-HEL,169.132,4
BRU-XIY,168.798,1
AUH-LHR,168.63124999999997,52
BOM-CDG,168.60568750000002,16
AUH-MAN,168.5965,10
KZN-MXP,168.584,1
LIS-MPM,168.56116666666665,6
BQS-SVO,168.5205,2
HAN-MEL,168.49644444444445,9
ICN-WAW,168.489,4
LIS-VCP,168.48672727272728,11
BKK-KWI,168.47650000000002,12
DOH-LHR,168.43332258064515,93
BWI-LHR,168.41299999999998,10
FCO-MIA,168.4025,12
MAD-MEX,168.15668292682926,41
CPT-IST,168.1155,4
AER-HRI,168.10250000000002,2
CAN-ZNZ,168.091,1
CAN-DAR,168.091,1
ATL-CPH,168.0085,2
CDG-SAN,167.9805,4
KWI-LUX,167.966,1
AMM-YUL,167.85166666666666,3
CWB-MIA,167.775,1
FRA-JFK,167.76109375000001,32
AUH-KIX,167.7225,6
SVO-ZAZ,167.466,1
HAN-SYD,167.19990909090907,11
ADD-PEK,167.093,4
BKK-VVO,167.082,2
HAK-MEL,167.0695,2
JNB-SIN,166.97,17
NAN-NRT,166.76024999999998,8
ATH-PVG,166.716,4
EZE-HAV,166.695,1
DUB-SEA,166.654,6
AUH-NRT,166.601,4
LAS-LHR,166.58513636363637,22
AMS-YYC,166.480625,8
DOH-HND,166.429,4
CDG-CKG,166.2065,2
ICN-YVR,166.07942857142856,14
AER-HKT,166.04475,4
FDF-ORY,166.0190714285714,14
AMS-POS,165.9735,2
GRU-ORD,165.882,4
ATL-HNL,165.86581818181818,11
GYD-OSL,165.8515,2
SVO-TAO,165.836,4
HEL-HKG,165.82850000000002,2
GRU-MAD,165.82634090909093,44
AMS-ATL,165.740625,32
CAI-SZX,165.737,2
LGG-SHJ,165.725,2
CDG-PTY,165.7175,4
PEK-WAW,165.6055,4
BKK-CAI,165.531,1
LCK-PIT,165.337,1
ANC-PEK,165.307,1
FUK-HNL,165.279,8
PRG-PUJ,165.2045,4
ASB-PEK,165.15575,4
BOS-IST,165.09335714285717,14
BRU-DXB,165.00522222222222,9
ORY-SFO,164.85733333333334,3
HKT-KUF,164.8135,4
LGW-PVR,164.80700000000002,4
EWR-OGG,164.58749999999998,2
BUD-XIY,164.5775,4
BCN-PEK,164.396,6
ACC-JFK,164.389,6
KNO-MED,164.376,2
CUN-ORY,164.364,2
FRA-PUJ,164.2545,16
ATL-LGG,163.809,2
JNB-MTS,163.706,1
BOM-FRA,163.6906153846154,13
CPH-LAX,163.625,4
IKA-PVG,163.6005,2
HEL-LAX,163.572,10
CMB-NRT,163.5435,4
HEL-KIX,163.525,6
IAD-LFW,163.50549999999998,2
MAD-MIA,163.456525,40
DXB-LYS,163.4065,4
DOH-SZX,163.34085714285715,7
HKT-SVX,163.32909999999998,10
DXB-INC,163.18650000000002,2
BKK-IST,163.15025,16
OSL-TLV,163.119,1
ATL-GRU,163.11825000000002,12
ZNZ-ZRH,163.07,2
ICN-MEL,163.0065,2
LAX-NAN,162.9285,10
GVA-PEK,162.887,4
IAD-LOS,162.784,2
GRU-JNB,162.69588888888887,9
DUS-MBJ,162.69,4
DXB-HAN,162.69,8
CDG-SJO,162.6815,4
GIG-IAH,162.67600000000002,3
HNL-SYD,162.63416666666666,12
AMS-BOM,162.62014285714284,7
AKL-PER,162.46266666666668,15
MRU-MXP,162.3475,2
HKT-KHV,162.09433333333334,6
DXB-ZRH,162.08092857142856,14
CDG-YYZ,162.02548387096775,31
GRU-OPO,161.96699999999998,4
ARN-PEK,161.917,4
LHR-WUH,161.871,2
HND-SYD,161.8253043478261,23
PKX-SVO,161.74666666666667,6
BTH-JED,161.727,2
FRA-VRA,161.688,2
LGG-ORD,161.54874999999998,4
AMS-CUN,161.52166666666668,6
MAN-PVR,161.4685,2
DMM-PKX,161.404,1
ANC-ORD,161.38958,50
DOH-KUL,161.38728813559322,59
ARN-DXB,161.3638,5
BOS-TLV,161.33183333333332,6
FRA-LRM,161.32825,20
DTW-HNL,161.25074999999998,4
FRA-HAV,161.137,2
CUN-EZE,161.058,4
PKX-RUH,161.05349999999999,2
LIS-VRA,160.96949999999998,2
DXB-GVA,160.966,8
CDG-SXM,160.935,8
FRA-YUL,160.90588888888888,18
GRU-LIS,160.85503571428572,28
DXB-HAM,160.8535,8
JED-LGG,160.836,2
AMS-EBB,160.744,3
MIA-SCL,160.69516666666667,12
LED-TFU,160.5355,2
CDG-XIY,160.42000000000002,2
DUB-MIA,160.38250000000002,6
BOM-IST,160.3465,8
MAD-ORD,160.346,12
AUS-FRA,160.34199999999998,4
UTP-VKO,160.1805,2
ORY-PTP,160.01128571428572,14
PEK-PRG,159.968,3
CGP-JED,159.923,2
FRA-RDU,159.8195,6
MAD-UIO,159.77800000000002,8
AMS-AUA,159.7345,2
BRU-NBO,159.72,13
DEL-LHR,159.66820588235294,34
CPH-DXB,159.61249999999998,6
FRA-MBA,159.52641666666668,12
MEL-PVG,159.5170588235294,17
CDG-MSP,159.502,8
ARN-CUN,159.42766666666668,6
MAN-MCO,159.4101875,16
DXB-FRA,159.35914285714284,21
STN-SZX,159.345,1
ATH-JFK,159.3185,8
AMS-LAS,159.281375,8
CDG-IAD,159.27365384615385,26
UIO-VCP,159.238,2
JNB-MUC,159.225,4
CDG-LAD,159.208,2
DOH-HKT,159.15,46
FCO-YYZ,159.00186666666667,15
BKK-SVX,158.949,2
MIA-WAW,158.9306,5
MLE-MXP,158.9095,4
CUN-LIS,158.869,6
GIG-OPO,158.796,4
KZN-MUC,158.747,1
HKT-VKO,158.57850000000002,4
LHR-UVF,158.5115,2
BOM-HKG,158.50133333333335,21
ATL-CDG,158.2246304347826,46
MAD-XPL,158.197,2
KUL-MED,158.191,8
IST-SGN,158.034,4
CDG-DZA,158.02733333333333,3
VIE-YYZ,158.01572727272728,11
DOH-STN,157.987,1
TUN-YUL,157.986,2
FCO-HAV,157.934,1
IKA-SZX,157.8515,2
ACC-AMS,157.689,6
MEL-TFU,157.668,4
EWR-FRA,157.661,24
BUD-CKG,157.49099999999999,2
HKG-NBO,157.461,1
CAN-SYD,157.459125,16
CDG-ORD,157.36823076923076,26
ATL-SCL,157.31025,12
FRA-HOG,157.108,2
AMS-KGL,156.99,3
BOG-CDG,156.9575,6
DTW-FRA,156.8542857142857,14
FRA-YYZ,156.8474324324324,37
MEL-NRT,156.4612857142857,14
AMS-CUR,156.45068421052633,19
LGW-LIR,156.43525,4
DOH-KIX,156.3235,6
DOH-SGN,156.30438888888887,36
NLU-VCP,156.273,1
BRU-CUN,156.2285,2
AMS-BLR,156.17616666666666,6
BRQ-HKT,156.17,1
BKK-DOH,156.15410204081633,98
AMS-YYZ,155.98624999999998,28
MSQ-PEK,155.9675,2
DUB-MCO,155.9265,6
KGL-LHR,155.8585,2
BRU-LAD,155.84,1
LHR-YYZ,155.68704411764705,68
JFK-MXP,155.66833333333332,24
FRA-SEZ,155.611,2
FRA-SHE,155.589,2
NRT-YVR,155.5805294117647,17
SCL-YYZ,155.572,2
CGO-LGW,155.5455,2
AMS-SEA,155.498,8
CAN-DXB,155.38266666666667,18
ATL-FCO,155.28975,12
AMS-SJO,155.261,4
BOM-ZRH,155.2606,5
FDF-FRA,155.21066666666667,6
LHR-MAA,155.171,4
AMS-CTG,155.085,1
JFK-LGW,155.0745,12
CAN-IKA,154.9775,2
DOH-PKX,154.95974999999999,12
LHR-NAS,154.94833333333335,6
CUN-LGW,154.79330434782608,23
BCN-BOG,154.76799999999997,10
FRA-LAD,154.7075,6
GYD-HHN,154.60584848484848,33
CDG-YOW,154.552,6
CUN-MAD,154.55191666666667,12
DXB-HKT,154.5080909090909,11
HAK-SYD,154.465,4
HEL-MIA,154.43,8
CDG-DOH,154.32451063829788,47
AMS-BON,154.3,5
MXP-TFU,154.29000000000002,2
BJM-BRU,154.223,2
BTJ-JED,154.14600000000002,2
CDG-KGL,154.144,2
PRG-UBN,153.9905,2
ANU-LHR,153.9365,6
MXP-PEK,153.877,4
DFW-HNL,153.87255555555555,18
SVX-SYX,153.793,2
FCO-YUL,153.726,12
LAD-OPO,153.67725000000002,4
CMB-IST,153.637,4
CHC-SIN,153.376,18
HNL-MEL,153.341,2
MAD-SAP,153.3115,2
CUN-FCO,153.21,2
GIG-LIS,153.2011,20
NRT-SAN,153.2,8
LAS-LGW,153.078,2
DAC-JED,153.0508181818182,11
ACC-IAD,152.94799999999998,2
LHR-TPA,152.946875,8
KUL-SYD,152.875,41
HEL-NRT,152.863,6
ARN-PUJ,152.577,1
BNE-SGN,152.52700000000002,6
LHR-MCO,152.50894444444444,18
BKK-SYD,152.4871875,32
BOG-LHR,152.29149999999998,16
ALG-YUL,152.274,2
JFK-SCL,152.240125,8
CGO-OVB,152.188,4
CDG-SEA,152.1758,20
MUC-SEA,152.16,6
ADD-BRU,152.09522222222222,9
ORD-ZRH,152.005875,16
CNF-FLL,151.99099999999999,2
DFW-HEL,151.94,8
NOS-PRG,151.90449999999998,2
EWR-IST,151.889,6
BNE-PVG,151.85999999999999,6
FRA-TFU,151.78549999999998,6
FDF-NTE,151.686,2
MUC-YVR,151.61149999999998,4
CMB-LED,151.501,2
DAR-DOH,151.49523076923077,13
BLR-CDG,151.3605,6
SGN-SVO,151.356,2
MSQ-XIY,151.338,1
FRA-NBO,151.2947,10
NRT-YYC,151.1595,2
FRA-PHL,151.13083333333336,12
GYD-LUX,151.1265,8
BGI-FRA,151.0068,15
BDA-LHR,150.93550000000002,6
DEN-MUC,150.90807692307692,13
FRA-HYD,150.88,5
SHE-SVO,150.7145,2
ATL-LHR,150.6873409090909,44
CAN-JED,150.64800000000002,4
BRU-PEK,150.60775,4
MCO-VCP,150.58322222222222,9
BRU-EBB,150.501,6
IAH-SCL,150.37349999999998,4
EWR-HNL,150.3458,5
JED-KUL,150.3237272727273,22
BRU-KGL,150.274,5
IAH-MAN,150.269,1
DEN-LHR,150.26572727272728,22
JFK-WAW,150.213,4
GOI-MAN,150.13125000000002,4
LAX-LEJ,150.127,1
MEL-TPE,150.07366666666667,3
CTU-SVO,150.07033333333334,3
CAN-RUH,150.04516666666666,6
SIN-TSN,150.04399999999998,8
ORD-SNN,150.028,1
HNL-ORD,149.89837500000002,8
HAN-IST,149.88150000000002,4
AMS-GYD,149.85683333333333,12
ADD-ARN,149.8245,2
CPT-GRU,149.819,6
ALA-BHX,149.779,1
BUD-PEK,149.5285,2
LHR-RUH,149.501,27
NRT-SJC,149.469,2
HNL-MSP,149.46450000000002,6
DEL-IST,149.40311111111112,9
DEL-ICN,149.36,9
ABJ-CDG,149.35825,12
CDG-RUH,149.26114285714286,7
AMS-YEG,149.07566666666665,6
LGW-LOS,148.913,2
CKG-DOH,148.77949999999998,2
CLO-MAD,148.7250909090909,11
DUS-LRM,148.71400000000003,6
DFW-GIG,148.6815,2
AMS-DTW,148.597,24
CDG-IAH,148.48950000000002,8
DOH-MAD,148.36633333333333,30
DEL-HEL,148.3655,2
BLQ-DXB,148.3,4
PRG-XIY,148.212,1
LHR-NBO,148.1172307692308,13
FCO-JFK,148.11203846153848,26
AKL-HNL,148.10871428571429,7
CCS-MAD,148.021875,16
CNF-LIS,148.0165,10
IKA-PEK,148.0005,2
AMS-AUS,147.992875,8
DXB-FCO,147.98983333333334,12
HAV-MAD,147.966125,16
DXB-SZX,147.9325,2
IST-LAD,147.91799999999998,3
LHR-SEA,147.90481395348837,43
MIA-MUC,147.7518,5
LGW-PEK,147.74,2
CDG-SSA,147.727,6
DWC-LUX,147.71736363636364,11
GRU-IAD,147.7045,4
DEN-HNL,147.6885,6
FCO-LRM,147.63866666666667,3
CMB-ICN,147.56099999999998,4
MAD-SJU,147.5049090909091,11
ARN-EWR,147.34199999999998,2
DOH-SIN,147.24583870967743,62
HND-SEA,147.2003,10
ACC-LGW,147.187,4
BOD-PTP,147.121,1
GVA-JFK,147.024,4
FCO-MLE,146.991,3
BOG-MAD,146.8909344262295,61
CDG-PNR,146.89033333333336,6
FCO-ORD,146.864,1
LAD-LIS,146.8419090909091,11
JFK-LHR,146.67666808510637,235
HKT-OVB,146.62338461538462,13
DXB-XIY,146.61700000000002,2
JRO-ZRH,146.616,1
DEN-KOA,146.60250000000002,2
DFW-GRU,146.576,6
ATL-MXP,146.41850000000002,6
DXB-VCE,146.3645,4
BSB-LIS,146.3595,10
COK-LGW,146.2765,2
CAY-ORY,146.117,2
CTS-KUL,146.0635,2
BOS-FCO,146.05878571428573,14
KUL-MEL,146.0236046511628,43
CUN-NCL,145.9725,4
ADD-CTU,145.97050000000002,2
CAI-JNB,145.941,8
BHX-CUN,145.9226,10
GOI-LGW,145.90675000000002,4
DFW-OGG,145.9005,4
ATL-MUC,145.8995,8
IST-UBN,145.893,8
BOS-GRU,145.87924999999998,4
BKK-IKA,145.848,2
HEL-JFK,145.84475,8
HNL-IAD,145.80014285714287,7
MIA-OSL,145.714,2
CPH-JFK,145.67149999999998,2
HYD-LHR,145.648,4
CPH-EWR,145.551,2
BGI-LHR,145.45281481481481,27
ALG-DXB,145.31575,4
AUH-DPS,145.30249999999998,6
BRU-FIH,145.28575,8
MXP-PUJ,145.114,1
GRU-JFK,145.10803846153846,26
GRU-IAH,145.106,4
MAD-SDQ,145.08960714285715,28
DXB-TUN,145.027,4
CDG-YVR,144.9975,8
MLE-PVG,144.9875,2
ATH-PEK,144.9225,2
JFK-LFW,144.87199999999999,3
ATL-MAN,144.84074999999999,12
AMS-MSP,144.82049999999998,16
GRU-YYZ,144.7765,6
DTW-LHR,144.667,8
MAD-MDE,144.64950000000002,12
GOX-LGW,144.51266666666666,6
CDG-DEN,144.46557142857142,7
CDG-JRO,144.414,2
IAD-LHR,144.34070175438598,57
GRU-YUL,144.329,6
FLL-VCP,144.3250909090909,11
NRT-PER,144.316,4
JFK-ZRH,144.3109,10
ABJ-JFK,144.29950000000002,4
PEK-VIE,143.994,6
CDG-JFK,143.86259523809525,84
HND-YVR,143.847,6
MXP-YUL,143.82736363636363,11
CMB-VKO,143.75549999999998,2
CCS-TFN,143.6765,2
AUS-HNL,143.6415,6
LIS-SSA,143.581,7
AMS-PDX,143.45600000000002,8
ICN-KJA,143.445,1
ADD-LGG,143.41816666666668,6
FCO-PTP,143.4155,2
DUB-ORD,143.36246153846153,13
MCT-MFM,143.32,1
YUL-ZRH,143.29966666666667,3
MIA-ORY,143.2425,4
HKT-PEE,143.2215,2
BER-MIA,143.0725,2
BWN-JED,143.07,2
MNL-SYD,143.05933333333334,6
NOU-SIN,142.9625,8
LRM-MXP,142.95825000000002,4
AUH-SHJ,142.909,1
IST-SEZ,142.879,2
ALA-KUL,142.8705,2
BGI-DUS,142.87,4
FLL-REC,142.5125,4
BRU-SJU,142.421,1
CVG-LEJ,142.4205,2
DOH-HGH,142.2455,2
ORD-WAW,142.16325,4
LED-PEK,142.147,2
LGG-RUH,142.108,8
BCN-BOS,142.09136363636364,11
LGW-PUJ,142.0344375,16
CDG-EWR,142.02324000000002,25
ORY-PUJ,141.9775,4
CGK-ICN,141.9121,10
IAD-ZRH,141.85392857142855,14
MEL-XMN,141.747,2
KRK-ORD,141.74425,4
CUN-HEL,141.685,1
AUH-DXB,141.5764,5
AMS-DOH,141.57410714285714,28
FCO-IAD,141.5219230769231,13
HEL-ICN,141.5205,2
DEL-FRA,141.50933333333333,12
MAD-PUJ,141.47508333333334,12
CUN-MAN,141.44445454545456,22
GOX-MAN,141.4185,4
ISB-KUL,141.363,2
AUH-ICN,141.2605,24
KUF-UTP,141.219,2
SYD-XMN,141.19549999999998,2
BAH-PVG,141.179,2
DXB-HAK,141.14350000000002,2
BOS-ZRH,141.108,4
HKT-VVO,141.0815,4
IST-JNB,140.94233333333332,3
AMS-AUH,140.9419,10
CEB-DOH,140.88,1
DEL-ZRH,140.868,8
BRS-CUN,140.736,4
AUH-HAK,140.6745,2
MEL-MNL,140.666,4
PPT-SEA,140.5475,4
LHR-PDX,140.51816666666664,12
EZE-MEX,140.4105,8
BNE-NRT,140.1275,8
BNE-CAN,140.0545,4
HNL-KIX,139.993,14
MUC-ORD,139.79399999999998,12
FCO-NOS,139.75900000000001,2
DAC-VKO,139.75,1
HKT-KJA,139.7485,6
MBJ-NCL,139.72899999999998,2
FRU-HKG,139.51625,4
HNL-YYZ,139.25549999999998,2
BCN-YUL,139.0705,6
SGN-SYD,139.01564285714286,14
FRA-RUH,138.8997,10
CDG-ZNZ,138.861,1
HKT-IKA,138.855,1
DOH-ZYL,138.847,1
AUA-LGW,138.8175,2
SVX-UTP,138.6815,2
MLE-PKX,138.44549999999998,2
LGW-MBJ,138.37878571428573,14
BNE-ICN,138.36738461538462,13
DFW-SCL,138.3505,2
GVA-YUL,138.31055555555557,9
CUN-GLA,138.279,6
BLR-MUC,138.25650000000002,4
IST-KTM,138.1495,2
NRT-SEA,138.1455,8
LHR-MBJ,138.064,6
MEL-SIN,137.93880555555555,144
MAN-MBJ,137.66830769230768,13
KIX-SYD,137.512,4
AMS-IAD,137.39672222222222,18
BCN-JFK,137.36134782608696,23
AGP-YUL,137.35825,4
DOH-TFU,137.308,4
AMS-JRO,137.294,2
ORY-SDQ,137.23649999999998,2
CPH-PEK,137.1035,4
SVO-XIY,137.089,1
UFA-UTP,137.0795,2
CDG-YUL,137.0292372881356,59
ADD-SIN,137.02233333333334,3
ATL-BCN,136.90749999999997,10
BAH-MNL,136.74099999999999,2
BCN-IAD,136.679,6
JED-SIN,136.67666666666665,6
EWR-ZRH,136.66292857142858,14
DEL-FCO,136.54250000000002,2
ISB-PEK,136.527,2
HKG-MAA,136.39933333333335,15
BRN-BSL,136.176,1
DPS-NRT,136.1405,8
CDG-LBV,136.0245,6
CMB-KJA,136.0115,2
HEL-PVG,135.89616666666666,6
DEL-MRU,135.88375,4
ADL-KUL,135.8185,16
LUX-TBS,135.793,1
ABJ-BEY,135.64766666666665,3
CDG-DTW,135.538,16
EWR-FCO,135.5045,10
HKT-UFA,135.47699999999998,4
OGG-ORD,135.4675,2
ABV-LHR,135.368,4
CEK-HKT,135.3435,4
GRU-MEX,135.15900000000002,10
LAX-LIM,135.0555,22
MEL-SGN,134.999,14
GVA-IAD,134.9615,12
SEZ-SVO,134.959,2
LIS-MIA,134.90253846153846,13
DAC-RUH,134.879875,8
JFK-VCE,134.857,6
HKT-OMS,134.8095,2
JFK-VIE,134.7275,4
BNE-TPE,134.65875,4
CGK-DOH,134.63016666666667,48
CKG-DEL,134.61666666666667,3
MRU-PER,134.557375,8
ALA-BUD,134.504,1
OVB-PQC,134.499,1
CDG-CVG,134.494,8
LIS-ORD,134.45,4
ATL-OGG,134.42233333333334,3
IAD-MUC,134.39633333333333,9
KTM-NRT,134.35,2
CDG-YYC,134.3415,2
DAC-IST,134.33025,4
GUM-HNL,134.22275,4
CNF-MCO,134.20633333333333,3
ATL-MAD,134.0285,10
DXB-LLW,134.003,1
BKK-NBO,133.982,6
DXB-TFU,133.9595,4
LHR-ORD,133.9277341772152,79
IST-MLE,133.917,4
BKK-MEL,133.83262962962965,27
BHX-MBJ,133.7300909090909,11
OSL-SID,133.728,1
FRA-UBN,133.618,2
CGO-KMQ,133.423,3
LGW-UVF,133.3234,5
BZV-CDG,133.2965,6
BRU-ORD,133.18550000000002,12
PVG-TAS,133.1015,2
ADD-BKO,132.85999999999999,7
BOM-NRT,132.7695,4
LHR-MSP,132.5625,8
CMN-GRU,132.54319999999998,5
CUN-DSA,132.351,1
CGK-SYD,132.3235294117647,17
CGO-NVI,132.322,4
DOH-SEZ,132.10551724137932,29
FCO-ZNZ,132.052,1
CGK-PEK,132.052,4
MAN-VRA,131.968,4
MJI-OST,131.967,1
MBA-MXP,131.82700000000003,7
CCS-LIS,131.649,2
CAY-CDG,131.61249999999998,6
ALA-FRA,131.32999999999998,8
BRU-JFK,131.28035714285713,14
KJA-PEK,131.2475,2
AMS-YUL,130.967375,8
LGW-MIA,130.9135,2
CDG-COO,130.864,6
CDG-NVI,130.763,1
MIA-VIX,130.67,1
MAD-YUL,130.66199999999998,8
CTS-DMK,130.5865,2
KUL-MRU,130.517,4
CRK-DOH,130.433,4
JFK-MAN,130.2925,16
BKK-KHV,130.22750000000002,2
